Name,Weight,Id,Details,Price,Price per Kg,Promotion Discount,Promotion End Date,Image Url
Fagottini Gatto con Pollo e Formaggio U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/47463,"1 conf 60g | 16,50 €/kg","0,99","16,50",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/47463/7A4CD92F-58AC-4CA1-80EC-7EA6C467A52A_1_MEDIUM.Jpg
Paté Gatto Adulto con Salmone U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/9928,"1 conf 100g | 4,20 €/kg","0,42","4,20",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/9928/FABCB293-01F7-4C5F-80BF-3A0B349A6F46_1_MEDIUM.Jpg
Paté Gatto Adulto con Manzo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/9927,"1 conf 100g | 4,20 €/kg","0,42","4,20",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/9927/C940168D-5A34-4C59-9DB6-4F2507A43933_1_MEDIUM.Jpg
Paté Gatto Adulto con Pollo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/9925,"1 conf 100g | 4,20 €/kg","0,42","4,20",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/9925/2D793D75-C8F8-46A8-BB14-9021C3A67B89_1_MEDIUM.Jpg
Paté Gatto Junior con Pollo e Latte U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75120,"1 conf 100g | 3,90 €/kg","0,39","3,90",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/75120/BCFDB4A4-4135-43F2-B740-E9DE15388C11_1_MEDIUM.Jpg
Bocconcini in Salsa Gatto Adulto Multipack U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75117,"1 conf 2,4kg | 3,32 €/kg","7,99","3,32",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/75117/C36FB4D7-CF3F-4942-BBF2-A089BDC9F741_1_MEDIUM.Jpg
Straccetti Gatto con Pollo,Tacchino e Ortaggi U! Confronta e Risparmia,https://www.spesaonline.unes.it/p/75112,"1 conf 85g | 5,76 €/kg","0,49","5,76",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/75112/09F34819-C8D7-4E7D-B86E-3E881AAF4FB6_1_MEDIUM.Jpg
Straccetti Gatto con Pollo al Timo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75111,"1 conf 85g | 5,76 €/kg","0,49","5,76",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/75111/6C046024-7D41-4E6C-9101-9E07511559B7_1_MEDIUM.Jpg
Straccetti Gatto con Coniglio e Ortaggi U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/75110,"1 conf 85g | 5,76 €/kg","0,49","5,76",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/75110/C0BDE932-8B34-4A15-BBF2-B295AA9350B4_1_MEDIUM.Jpg
Straccetti Gatto con Pollo,Anatra e Ortaggi U! Confronta e Risparmia,https://www.spesaonline.unes.it/p/75109,"1 conf 85g | 5,76 €/kg","0,49","5,76",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/75109/735AF0EF-F3E5-4CA0-9BED-F23BA4CC8F50_1_MEDIUM.Jpg
12 Bocconcini in Gelatina Assortiti U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/62081,"1 conf 1,2kg | 3,65 €/kg","4,39","3,65",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/62081/E3D6D160-86F5-440C-ADF8-1FFE0812932A_1_MEDIUM.Jpg
4 Straccetti Gatto in Salsa Salmone e Tonno U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/62079,"1 conf 340g | 5,85 €/kg","1,99","5,85",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/62079/BEBDE537-0CA2-464D-9F06-E38FD320A1DD_1_MEDIUM.Jpg
4 Straccetti Gatto in Salsa Manzo e Tacchino U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/57971,"1 conf 340g | 5,85 €/kg","1,99","5,85",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/57971/DC2D1DD4-1EE0-4D0E-B7C6-A598100124BB_1_MEDIUM.Jpg
4 Bocconcini Gatto Sterilizzato in Salsa U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/57970,"1 conf 400g | 4,22 €/kg","1,69","4,22",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/57970/44C8A0F0-0DEF-47E0-8E26-21845853B648_1_MEDIUM.Jpg
4 Bocconcini Gatto Sterilizzato in Gelatina U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/57969,"1 conf 400g | 4,22 €/kg","1,69","4,22",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/57969/FBF84A67-268B-4427-9A68-90E66E856EE3_1_MEDIUM.Jpg
12 Monoporzioni Bocconcini in Salsa Assortiti U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/57967,"1 conf 1,2kg | 3,65 €/kg","4,39","3,65",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/57967/497D3304-2C64-4963-929C-EB8DD13818AB_1_MEDIUM.Jpg
4 Bocconcini Gatto in Salsa Trota-Salmone e Tonno-Merluzzo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/47666,"1 conf 400g | 4,22 €/kg","1,69","4,22",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/47666/717F5971-8100-4282-820D-E7BD1B9BA369_1_MEDIUM.Jpg
4 Bocconcini Gatto in Salsa Pollo-Fegato e Manzo-Ortaggi U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/47665,"1 conf 400g | 4,22 €/kg","1,69","4,22",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/47665/23A217E3-6ECE-4C3C-8DD0-8E7EA4CAD663_1_MEDIUM.Jpg
Bocconcini in Salsa con Salmone e Tonno U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/27113,"1 conf 100g | 4,50 €/kg","0,45","4,50",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27113/A81A09AC-11C6-486A-855B-8F9B0898893C_1_MEDIUM.Jpg
Bocconcini in Salsa con Pollo e Tacchino U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/27108,"1 conf 100g | 4,50 €/kg","0,45","4,50",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27108/A9A1F999-51DF-40CB-9F27-85E3037DEA72_1_MEDIUM.Jpg
Bocconcini in Salsa con Manzo e Ortaggi U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/27100,"1 conf 100g | 4,50 €/kg","0,45","4,50",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27100/EF58D4B1-7D81-4B98-9F96-80AC6503AD40_1_MEDIUM.Jpg
Lettiera Igienica per Gatti Super Agglomerante U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/67343,"1 conf 5l | 0,77 €/l","3,89","0,77",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/67343/0168979D-65EA-45E5-B2DC-D9441F6CAE89_1_MEDIUM.Jpg
Lettiera Igienica per Gatti Agglomerante U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/41414,"1 conf 5kg | 0,37 €/kg","1,89","0,37",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/41414/15B6EE1C-C183-4279-9313-EFCA4C7D3395_1_MEDIUM.Jpg
Lettiera Igienica per Gatti Assorbente U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/27140,"1 conf 10l | 0,43 €/l","4,39","0,43",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27140/A010856C-C7DA-4273-9535-250A0CD5B06D_1_MEDIUM.Jpg
40 Salviette Detergenti Pelo e Zampe U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/60769,"1 conf 40pz | 2,40 €/pz","2,40","2,40",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/60769/8303263F-57C5-4AB5-8ED6-CC1CCA5CC7D9_1_MEDIUM.Jpg
TAPPETINI IGIENICI per animali MISURA GRANDE U! Confronta&Risparmia,,https://www.spesaonline.unes.it/p/27909,"1 conf 10pz | 5,29 €/pz","5,29","5,29",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27909/3F50C019-D5B3-4694-9470-62EF851C6DC0_1_MEDIUM.Jpg
TAPPETINI IGIENICI per animali MISURA MEDIA U! Confronta&Risparmia,,https://www.spesaonline.unes.it/p/27908,"1 conf 10pz | 3,69 €/pz","3,69","3,69",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27908/9A021D94-114E-4C2E-9334-682ED8EFF745_1_MEDIUM.Jpg
Vino Rosato U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/27674,"1 conf 1l | 1,39 €/l","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/27674/A618FC99-8707-4B95-B047-20804C89DF34_1_MEDIUM.Jpg
Vino Rosso U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/23499,"1 conf 100cl | 1,39 €/l","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/23499/B15E3EC7-2715-41D0-947B-079B2222D633_1_MEDIUM.Jpg
Vino Bianco U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/23498,"1 conf 100cl | 1,39 €/l","1,39","1,39",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/23498/0507E2A0-A958-49E4-8437-E78E8F5847DD_1_MEDIUM.Jpg
6 Bitter Gold U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6009,"1 conf 60cl | 3,31 €/l","1,59","3,31",€0.40,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6009/A1DBE7B2-B043-401D-9D78-0CAB204F7A40_1_MEDIUM.Jpg
6 Bitter Red U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6007,"1 conf 60cl | 3,31 €/l","1,59","3,31",€0.40,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6007/D480F8FA-82BA-4D11-A8C2-3308C2D2ED6D_1_MEDIUM.Jpg
Acqua Naturale Altevette,1.5 l,https://www.spesaonline.unes.it/p/89193,"1 conf 900cl | 0,23 €/l","2,10","0,23",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/89193/20A2BE1F-0A10-457A-8C1C-62D287A9AA68_U1_MEDIUM.Jpg
Acqua Altevette Frizzante,6x1.5 l,https://www.spesaonline.unes.it/p/89194,"1 conf 900cl | 0,23 €/l","2,10","0,23",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/89194/2AAD193F-113D-499C-887D-AA060FA4387C_U1_MEDIUM.Jpg
Acqua Altevette Leggermente Frizzante,6x1.5 l,https://www.spesaonline.unes.it/p/89197,"1 conf 900cl | 0,23 €/l","2,10","0,23",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/89197/D3C6154A-5CA1-4532-879B-AF5F90187603_U1_MEDIUM.Jpg
Cola Zero U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/59608,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/59608/A495338E-A212-405B-AB15-30734AB54E4C_1_MEDIUM.Jpg
Cola Senza Caffeina U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/41502,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/41502/23FCF4BC-622D-43E3-B3EA-868A4309D1C3_1_MEDIUM.Jpg
Cola U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/26783,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/26783/CB17C7DE-6420-448F-BFA8-606A2028A2D5_1_MEDIUM.Jpg
Aranciata Zero U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/67170,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/67170/74BE1C39-65B4-42CD-8A7C-D873B1AE9645_1_MEDIUM.Jpg
Aranciata U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/67169,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/67169/63EE01AA-F0B0-4E70-A008-C65A0C1C2C37_1_MEDIUM.Jpg
Chinotto Zero U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6035,"1 conf 150cl | 0,52 €/l","0,79","0,52",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6035/45F718C2-045F-4803-A037-F62192D143BD_1_MEDIUM.Jpg
Ginger Zero U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6034,"1 conf 150cl | 0,52 €/l","0,79","0,52",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6034/BA768BB0-89C3-4623-A590-3CE867C5EC66_1_MEDIUM.Jpg
Gazzosa Zero U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6033,"1 conf 150cl | 0,52 €/l","0,79","0,52",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6033/0C95A6CD-3404-4706-82D4-5D1370374C3C_1_MEDIUM.Jpg
Pompelmo Zero U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6031,"1 conf 150cl | 0,52 €/l","0,79","0,52",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6031/A582C643-4522-45A0-B31D-A5531860ED53_1_MEDIUM.Jpg
Ginger U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/26782,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/26782/119337D6-E8C1-4C58-AC36-6CA8D4E4626D_1_MEDIUM.Jpg
Gazzosa U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/26780,"1 conf 150cl | 0,56 €/l","0,85","0,56",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/26780/283C948F-3630-444C-9E15-FC2674F0E961_1_MEDIUM.Jpg
Tonica Pompelmo in Rosa U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/67165,"1 conf 100cl | 0,79 €/l","0,69","0,79",€0.10,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/67165/5C19A59A-456D-4543-A662-11A7001AA29A_1_MEDIUM.Jpg
Tonica Lemon U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/67164,"1 conf 100cl | 0,79 €/l","0,69","0,79",€0.10,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/67164/99C1BB77-9BEA-4630-999A-7D55D8D02A11_1_MEDIUM.Jpg
Tonica U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/43445,"1 conf 50cl | 0,98 €/l","0,49","0,98",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/43445/66E581A4-9251-45DF-AE2B-3EBD9C24C3F5_1_MEDIUM.Jpg
Tonica U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12050,"1 conf 100cl | 0,79 €/l","0,69","0,79",€0.10,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12050/9514CE3E-24ED-41E9-8FBB-DEF481F5FFB8_1_MEDIUM.Jpg
THÈ ZERO ZUCCHERI AL GUSTO PESCA U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/79128,"1 conf 150cl | 0,63 €/l","0,95","0,63",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/79128/A7D176FA-1626-4A04-8F8D-5393B0DEDC9B_1_MEDIUM.Jpg
THÈ ZERO ZUCCHERI AL GUSTO LIMONE U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/79127,"1 conf 150cl | 0,63 €/l","0,95","0,63",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/79127/CBE9FAAC-B943-49C3-96DB-ED89C07DA852_1_MEDIUM.Jpg
Thè Pesca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6011,"1 conf 50cl | 1,10 €/l","0,55","1,10",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6011/1645799B-0923-407D-99D7-F709825AD11E_1_MEDIUM.Jpg
Thè Limone U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6010,"1 conf 50cl | 1,10 €/l","0,55","1,10",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6010/0508D336-5E63-471F-B592-389DA7308E63_1_MEDIUM.Jpg
Thè Limone U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6005,"1 conf 150cl | 0,66 €/l","0,99","0,66",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6005/4FD0F604-39C0-4FD1-B1F2-3CCD7AB7E14A_1_MEDIUM.Jpg
Thè Pesca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/6004,"1 conf 150cl | 0,66 €/l","0,99","0,66",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/6004/6A737EEC-67E4-4FA0-8D00-AF473D7C1E5C_1_MEDIUM.Jpg
Thè Pesca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11204,"1 conf 60cl | 1,08 €/l","0,65","1,08",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11204/32BDC993-72A0-41A0-9772-87F163C50ABC_1_MEDIUM.Jpg
Thè Limone U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/11203,"1 conf 60cl | 1,08 €/l","0,65","1,08",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/11203/6F48A912-D2DE-4F4E-82D1-25D8651947BE_1_MEDIUM.Jpg
6 Nettare di Mirtillo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/48018,"1 conf 750ml | 5,32 €/l","2,99","5,32",€1.00,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/48018/719680B2-011B-4CF8-9EB2-A7D6E8A511EC_1_MEDIUM.Jpg
6 Succo di Pomodoro U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12270,"1 conf 750ml | 3,58 €/l","2,69","3,58",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12270/809C80F5-C73C-4BD7-AD4A-F84781B5ED3A_1_MEDIUM.Jpg
6 Nettare di Albicocca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12269,"1 conf 750ml | 3,18 €/l","1,59","3,18",€0.80,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12269/1E46CD25-6D18-4F5E-89F1-733481D0EFDB_1_MEDIUM.Jpg
6 Nettare di Pesca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12268,"1 conf 750ml | 3,18 €/l","1,59","3,18",€0.80,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12268/38526AF6-023B-4FDC-99F5-FFDBF4DE4D78_1_MEDIUM.Jpg
6 Nettare di Pera U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12267,"1 conf 750ml | 3,18 €/l","1,59","3,18",€0.80,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12267/285A024D-9B3E-4BED-B71F-2E75EB380EE1_1_MEDIUM.Jpg
Nettare di Albicocca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12245,"1 conf 100cl | 1,49 €/l","1,49","1,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12245/7EC937FA-03B8-42A4-8A7C-21C6C3EBDF70_1_MEDIUM.Jpg
Nettare di Pesca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12244,"1 conf 100cl | 1,49 €/l","1,49","1,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12244/29A53976-E445-402B-BEF9-C15EEE4BF6EC_1_MEDIUM.Jpg
Nettare di Pera U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12243,"1 conf 100cl | 1,49 €/l","1,49","1,49",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12243/E57DC697-00E9-41C8-ACD7-737A4D7323F4_1_MEDIUM.Jpg
Bevanda di Agrumi Mix U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/15423,"1 conf 150cl | 1,12 €/l","1,69","1,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/15423/86EC2E9F-16F1-499A-9758-2F183FE88E6A_1_MEDIUM.Jpg
3 Bevanda di Arancia,Limone e Carota U! Confronta e Risparmia,https://www.spesaonline.unes.it/p/12287,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12287/B62A97B5-F650-475A-BDAD-E43D18E41687_1_MEDIUM.Jpg
3 Nettare di Ananas U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12286,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12286/94D4A568-FAE6-4FCB-90DF-004D837DF4B3_1_MEDIUM.Jpg
3 Nettare di Arancia U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12285,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12285/AB9EF559-334A-4092-8B1F-1F6D51408214_1_MEDIUM.Jpg
3 Nettare di Mela U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12284,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12284/C1D98D7F-0420-475A-8843-0C5D189A769D_1_MEDIUM.Jpg
3 Nettare di Albicocca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12283,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12283/CDF34769-D249-499B-A337-244BBF038E59_1_MEDIUM.Jpg
3 Nettare di Pesca U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12282,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12282/33B468A6-ADF6-4907-887F-2E8C7E591ADE_1_MEDIUM.Jpg
3 Nettare di Pera U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12281,"1 conf 600ml | 2,15 €/l","1,29","2,15",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12281/FED24A7B-11DD-450F-AE97-BF594D252413_1_MEDIUM.Jpg
Bevanda ACE U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12280,"1 conf 150cl | 1,12 €/l","1,69","1,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12280/9EDA5DB4-9884-4DE5-9A0D-5A909BE8FD4F_1_MEDIUM.Jpg
Multivitaminico U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12279,"1 conf 150cl | 1,12 €/l","1,69","1,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12279/7C03951B-8D93-45FC-BB7F-FB049DDBD420_1_MEDIUM.Jpg
Bevanda di Arancia Rossa U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12276,"1 conf 150cl | 1,12 €/l","1,69","1,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12276/1FF50283-6246-4B8B-B4B4-DA474BB7C270_1_MEDIUM.Jpg
Bevanda di Ananas U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12273,"1 conf 150cl | 1,12 €/l","1,69","1,12",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12273/8C0EC84F-5E00-464B-8225-31D2327B73B4_1_MEDIUM.Jpg
Succo Ace U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12242,"1 conf 100cl | 1,59 €/l","1,39","1,59",€0.20,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12242/67DFF5AC-FEDD-4E85-B5B8-5828DFC8E29A_1_MEDIUM.Jpg
Succo di Frutti Misti con Frutti Tropicali U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12241,"1 conf 100cl | 1,59 €/l","1,39","1,59",€0.20,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12241/8EB16256-E6F1-435C-85AD-B23D1FE30336_1_MEDIUM.Jpg
Succo di Pompelmo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12240,"1 conf 100cl | 1,59 €/l","1,39","1,59",€0.20,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12240/865A6562-C1BF-4CB8-B85B-31ECCE87C4BD_1_MEDIUM.Jpg
Succo di Arancia U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12239,"1 conf 100cl | 1,59 €/l","1,39","1,59",€0.20,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12239/1BFA1324-1492-4E9E-97BF-E161EADB6E03_1_MEDIUM.Jpg
Succo di Ananas U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/12238,"1 conf 100cl | 1,59 €/l","1,39","1,59",€0.20,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/12238/8EFBDB88-6728-4DB8-A16C-59F3DBA37277_1_MEDIUM.Jpg
Bicarbonato di Sodio U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/35824,"1 conf 500g | 1,98 €/kg","0,89","1,98",€0.10,10/12,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/35824/34ABED2D-57E9-4C07-A6F9-9DD0B4CF1EF7_1_MEDIUM.Jpg
Effervescente Gusto Limone U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/29618,"1 conf 250g | 7,96 €/kg","1,99","7,96",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/29618/D0247CC3-D705-4410-89EE-56CD173C1122_1_MEDIUM.Jpg
Sciroppo Fiori di Sambuco U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/89084,"1 conf 50cl | 4,58 €/l","2,29","4,58",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/89084/A2721C61-D99A-4A19-A8C6-400DABD20E48_1_MEDIUM.Jpg
Sciroppo Mirtillo U! Confronta e Risparmia,,https://www.spesaonline.unes.it/p/89081,"1 conf 50cl | 4,58 €/l","2,29","4,58",,,https://unesretailprod.blob.core.windows.net/retail/SECCHI/SCATOLAME/89081/BFF33BC5-6EA4-4AEF-84C7-ACCD173A17D7_1_MEDIUM.Jpg
